,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,description,link,source_category,display_text_range,retweet_count,favorite_count,jpg_url,img_num,dog_breed
11,889665388333682689,,,2017-07-25 01:55:32+00:00,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,None,None,None,None,puppo,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 ,https://t.co/BxvuXk0UCm,Twitter for iPhone,"[0, 106]",8538,38818,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke
12,889638837579907072,,,2017-07-25 00:10:02+00:00,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,None,None,None,None,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist ,https://t.co/f8dEDcrKSR,Twitter for iPhone,"[0, 91]",4735,27672,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_bulldog
13,889531135344209921,,,2017-07-24 17:02:04+00:00,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,None,None,None,puppo,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek ,https://t.co/y70o6h3isq,Twitter for iPhone,"[0, 118]",2321,15359,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden_retriever
14,889278841981685760,,,2017-07-24 00:19:32+00:00,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,None,None,None,None,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,https://t.co/WpHvrQedPb,Twitter for iPhone,"[0, 138]",5637,25652,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet
15,888917238123831296,,,2017-07-23 00:22:39+00:00,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,None,None,None,None,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,https://t.co/chxruIOUJN,Twitter for iPhone,"[0, 86]",4709,29611,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever
16,888804989199671297,,,2017-07-22 16:56:37+00:00,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,None,None,None,None,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,https://t.co/HTQ77yNQ5K,Twitter for iPhone,"[0, 128]",4559,26080,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever
17,888554962724278272,,,2017-07-22 00:23:06+00:00,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,None,None,None,None,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,https://t.co/YnYAFCTTiK,Twitter for iPhone,"[0, 87]",3732,20290,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky
18,888078434458587136,,,2017-07-20 16:49:33+00:00,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,None,None,None,None,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,https://t.co/DK7iDPfuRX,Twitter for iPhone,"[0, 127]",3653,22201,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog
19,887705289381826560,,,2017-07-19 16:06:48+00:00,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,None,None,None,None,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,https://t.co/PhrUk20Q64,Twitter for iPhone,"[0, 127]",5609,30779,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset
20,887473957103951883,,,2017-07-19 00:47:34+00:00,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,None,None,None,None,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,https://t.co/cLyzpcUcMX,Twitter for iPhone,"[0, 99]",18781,69871,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke
21,887343217045368832,,,2017-07-18 16:08:03+00:00,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,None,None,None,None,None,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,https://t.co/WZqNqygEyV,Twitter for iPhone,"[0, 88]",10737,34222,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless
22,887101392804085760,,,2017-07-18 00:07:08+00:00,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,None,None,None,None,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,https://t.co/4Ad1jzJSdp,Twitter for iPhone,"[0, 129]",6167,31061,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed
23,886983233522544640,,,2017-07-17 16:17:36+00:00,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,None,None,None,None,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,https://t.co/I6oNy0CgiT,Twitter for iPhone,"[0, 101]",8084,35859,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua
24,886736880519319552,,,2017-07-16 23:58:41+00:00,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,None,None,None,None,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

",https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b,Twitter for iPhone,"[0, 121]",3443,12306,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz
25,886366144734445568,,,2017-07-15 23:25:31+00:00,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,None,None,pupper,None,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,https://t.co/RGE08MIJox,Twitter for iPhone,"[0, 131]",3316,21524,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog
26,886258384151887873,,,2017-07-15 16:17:19+00:00,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,None,None,None,None,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,https://t.co/xZDA9Qsq1O,Twitter for iPhone,"[0, 94]",6523,28469,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug
27,885984800019947520,,,2017-07-14 22:10:11+00:00,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,None,None,None,None,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,https://t.co/BuveP0uMF1,Twitter for iPhone,"[0, 140]",7097,33382,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel
28,885528943205470208,,,2017-07-13 15:58:47+00:00,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,None,None,None,None,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,https://t.co/tp1kQ8i9JF,Twitter for iPhone,"[0, 109]",6683,36689,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug
29,885311592912609280,,,2017-07-13 01:35:06+00:00,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",13,10,Lilly,None,None,None,None,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well ,https://t.co/SATN4If5H5,Twitter for iPhone,"[0, 133]",19297,0,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1,Labrador_retriever
30,885167619883638784,,,2017-07-12 16:03:00+00:00,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,None,None,None,None,None,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,https://t.co/44ItaMubBf,Twitter for iPhone,"[0, 134]",4556,22367,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute
31,884925521741709313,,,2017-07-12 00:01:00+00:00,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,None,None,None,None,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",https://t.co/MYJvdlNRVa,Twitter for iPhone,"[0, 93]",16439,68152,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound
32,884876753390489601,,,2017-07-11 20:47:12+00:00,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,None,None,None,None,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,https://t.co/74TKAUsLkO,Twitter for iPhone,"[0, 118]",6096,28514,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow
33,884562892145688576,,,2017-07-11 00:00:02+00:00,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,None,None,None,None,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,https://t.co/1r4MFCbCX5,Twitter for iPhone,"[0, 66]",5100,24765,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug
34,884441805382717440,,,2017-07-10 15:58:53+00:00,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,None,None,None,None,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",https://t.co/vvBOcC2VdC,Twitter for iPhone,"[0, 136]",5856,27478,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke
35,884162670584377345,,,2017-07-09 21:29:42+00:00,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,None,None,None,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,https://t.co/YSI00BzTBZ,Twitter for iPhone,"[0, 140]",3128,20771,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd
36,883838122936631299,,,2017-07-09 00:00:04+00:00,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,None,None,None,None,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,https://t.co/V85xujjDDY,Twitter for iPhone,"[0, 137]",3586,22349,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman
37,883360690899218434,,,2017-07-07 16:22:55+00:00,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,None,floofer,None,None,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,https://t.co/rf661IFEYP,Twitter for iPhone,"[0, 139]",3825,22986,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow
38,883117836046086144,,,2017-07-07 00:17:54+00:00,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,None,None,None,None,None,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",https://t.co/Se5fZ9wp5E,Twitter for iPhone,"[0, 111]",6949,37914,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever
39,882992080364220416,,,2017-07-06 15:58:11+00:00,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,None,None,None,None,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,https://t.co/tyER0KpdXj,Twitter for iPhone,"[0, 108]",4122,24445,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog
40,882762694511734784,,,2017-07-06 00:46:41+00:00,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,None,None,pupper,None,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,https://t.co/D43I96SlVu,Twitter for iPhone,"[0, 114]",5134,28903,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever
41,882627270321602560,,,2017-07-05 15:48:34+00:00,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,None,None,None,None,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,https://t.co/Nx52PGwH94,Twitter for iPhone,"[0, 136]",6342,28382,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke
42,882268110199369728,,,2017-07-04 16:01:23+00:00,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,None,None,None,None,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,https://t.co/fYP5RlutfA,Twitter for iPhone,"[0, 114]",12118,45880,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever
43,882045870035918850,,,2017-07-04 01:18:17+00:00,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,None,None,None,None,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",https://t.co/zeDpnsKX7w,Twitter for iPhone,"[0, 133]",5203,29900,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,golden_retriever
44,881906580714921986,,,2017-07-03 16:04:48+00:00,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,None,None,None,None,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,https://t.co/503CgWbhxQ,Twitter for iPhone,"[0, 67]",3533,24773,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner
45,881666595344535552,,,2017-07-03 00:11:11+00:00,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,None,None,None,None,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,https://t.co/7CSWCl8I6s,Twitter for iPhone,"[0, 115]",11099,51522,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki
46,881536004380872706,,,2017-07-02 15:32:16+00:00,https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,No_name,None,None,pupper,None,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",https://t.co/ghXBIIeQZF,Twitter for iPhone,"[0, 130]",16570,50199,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed
47,880872448815771648,,,2017-06-30 19:35:32+00:00,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,None,None,None,None,None,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,https://t.co/WiAMbTkDPf,Twitter for iPhone,"[0, 137]",3989,21734,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke
48,880465832366813184,,,2017-06-29 16:39:47+00:00,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,None,None,None,None,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,https://t.co/4VsFysDmiw,Twitter for iPhone,"[0, 114]",6546,29075,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever
49,880221127280381952,,,2017-06-29 00:27:25+00:00,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,None,None,None,None,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,https://t.co/fUod0tVmvK,Twitter for iPhone,"[0, 108]",4436,27640,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua
50,880095782870896641,,,2017-06-28 16:09:20+00:00,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,None,None,None,None,None,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,https://t.co/HauE8M3Bu4,Twitter for iPhone,"[0, 129]",4533,28150,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher
51,879862464715927552,,,2017-06-28 00:42:13+00:00,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,None,None,None,None,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,https://t.co/Qh5aEkRQm9,Twitter for iPhone,"[0, 91]",3642,22667,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset
52,879492040517615616,,,2017-06-27 00:10:17+00:00,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,None,None,None,None,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,https://t.co/IxM9IMKQq8,Twitter for iPhone,"[0, 90]",3323,23822,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German_short-haired_pointer
53,879415818425184262,,,2017-06-26 19:07:24+00:00,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,None,None,None,None,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,https://t.co/UDT7ZkcTgY,Twitter for iPhone,"[0, 82]",45849,107956,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer
54,879376492567855104,,,2017-06-26 16:31:08+00:00,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,None,None,None,None,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,https://t.co/0gOi601EAa,Twitter for iPhone,"[0, 125]",3261,17099,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Labrador_retriever
55,879008229531029506,,,2017-06-25 16:07:47+00:00,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,None,None,None,None,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,https://t.co/YDtpCjIPKN,Twitter for iPhone,"[0, 94]",2812,19317,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla
56,878776093423087618,,,2017-06-25 00:45:22+00:00,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,None,None,None,puppo,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,https://t.co/lNZwgNO4gS,Twitter for iPhone,"[0, 126]",4319,19763,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_greyhound
57,878281511006478336,,,2017-06-23 16:00:04+00:00,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,None,None,None,None,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

",https://t.co/245xJJElsY https://t.co/lUiQH219v6,Twitter for iPhone,"[0, 140]",1349,7913,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset
58,878057613040115712,,,2017-06-23 01:10:23+00:00,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,None,None,None,None,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,https://t.co/cwtWnHMVpe,Twitter for iPhone,"[0, 115]",7181,42876,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog
59,877736472329191424,,,2017-06-22 03:54:17+00:00,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,None,None,None,None,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,https://t.co/lsPyyAiF1r,Twitter for iPhone,"[0, 93]",17300,71144,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever
